Name,Date,Appetite,SleepInd,StSpirit,pEffort,uaI,uaI(-1),DeltaWt (%),DeltaHrtwo,FatigInd,Sex_F
270.0,1586476800,6.0,-7.5,5.0,6.0,2.0,2.0,-0.012048192771084376,12.0,Risk/Caution,1
267.0,1573862400,6.0,-3.5,3.0,5.0,2.33,2.3,-0.0016528925619834212,-6.0,Risk/Caution,1
271.0,1574294400,5.0,-5.5,5.0,5.0,1.78,1.76,0.021428571428571352,6.0,Risk/Caution,1
283.0,1704931200,5.0,-6.0,3.0,5.0,1.89,2.19,-0.005181347150259086,-6.0,Risk/Caution,1
270.0,1584489600,6.0,-6.5,5.0,6.0,2.0,2.0,0.0,-12.0,Risk/Caution,1
270.0,1577923200,6.0,-5.0,5.0,6.0,1.41,0.0,0.01005025125628145,6.0,Risk/Caution,1
267.0,1576972800,6.0,-3.5999999999999996,5.0,5.0,3.62,2.97,-0.0033277870216306127,18.0,Risk/Caution,1
270.0,1580688000,6.0,-4.0,5.0,6.0,1.85,2.88,-0.009756097560975618,0.0,Risk/Caution,1
271.0,1574467200,5.0,-5.0,4.0,5.0,2.3,2.25,-0.007009345794392496,6.0,Risk/Caution,1
270.0,1588809600,6.0,-6.0,5.0,6.0,2.0,2.0,0.0,0.0,Risk/Caution,1
283.0,1733875200,5.0,-5.0,4.0,4.0,2.79,2.33,0.001712328767123239,6.0,Risk/Caution,1
270.0,1579737600,6.0,-4.5,5.0,6.0,1.93,2.76,0.0,0.0,Risk/Caution,1
271.0,1574640000,6.0,-6.0,5.0,5.0,2.06,2.3,-0.01904761904761909,0.0,Risk/Caution,1
270.0,1572220800,5.0,-5.0,5.0,6.0,2.08,0.0,0.0,12.0,Risk/Caution,1
271.0,1574380800,5.0,-6.0,5.0,5.0,2.25,1.78,-0.002331002331002363,-6.0,Risk/Caution,1
270.0,1588636800,6.0,-7.5,5.0,7.0,2.0,2.0,0.0,18.0,Risk/Caution,1
270.0,1575590400,6.0,-4.0,6.0,6.0,3.29,1.53,-0.007407407407407418,6.0,Risk/Caution,1
270.0,1583884800,6.0,-5.0,5.0,6.0,2.0,2.0,0.0,6.0,Risk/Caution,1
267.0,1578441600,6.0,-5.0,3.0,6.0,2.25,2.2,-0.015100671140939603,-10.0,Risk/Caution,1
270.0,1574035200,5.0,-5.0,5.0,5.0,1.96,2.15,0.020942408376963373,1.0,Risk/Caution,1
